,Subject,Trial_on_off,Time,GhostLocation,UserLocation,Direction,Biscuit1,Biscuit2,Biscuit3,Biscuit4,Biscuit5,Attack,Chase,Eaten,Score,Lives,TrialType,Trial
132,BJH016,1,91600,114,37,4,0,0,0,0,0,0,0,0,0,3,8,2
133,BJH016,1,91700,112,37,4,0,0,0,0,0,0,0,0,0,3,8,2
134,BJH016,1,91800,110,37,4,0,0,0,0,0,0,0,0,0,3,8,2
135,BJH016,1,91900,108,37,4,0,0,0,0,0,0,0,0,0,3,8,2
136,BJH016,1,92000,110,37,4,0,0,0,0,0,0,0,0,0,3,8,2
137,BJH016,1,92100,110,37,4,0,0,0,0,0,0,0,0,0,3,8,2
138,BJH016,1,92200,114,37,4,0,0,0,0,0,0,0,0,0,3,8,2
139,BJH016,1,92300,116,37,4,0,0,0,0,0,0,0,0,0,3,8,2
140,BJH016,1,92400,116,37,4,0,0,0,0,0,0,0,0,0,3,8,2
141,BJH016,1,92500,120,37,4,0,0,0,0,0,0,0,0,0,3,8,2
142,BJH016,1,92600,122,37,4,0,0,0,0,0,0,0,0,0,3,8,2
143,BJH016,1,92700,124,37,4,0,0,0,0,0,0,0,0,0,3,8,2
144,BJH016,1,92800,126,37,4,0,0,0,0,0,0,0,0,0,3,8,2
145,BJH016,1,92900,128,37,4,0,0,0,0,0,0,0,0,0,3,8,2
146,BJH016,1,93000,126,37,4,0,0,0,0,0,0,0,0,0,3,8,2
147,BJH016,1,93100,124,37,4,0,0,0,0,0,0,0,0,0,3,8,2
148,BJH016,1,93200,122,37,4,0,0,0,0,0,0,0,0,0,3,8,2
149,BJH016,1,93300,120,37,4,0,0,0,0,0,0,0,0,0,3,8,2
150,BJH016,1,93400,118,37,4,0,0,0,0,0,0,0,0,0,3,8,2
151,BJH016,1,93500,116,37,4,0,0,0,0,0,0,0,0,0,3,8,2
152,BJH016,1,93600,114,37,4,0,0,0,0,0,0,0,0,0,3,8,2
153,BJH016,1,93700,112,37,4,0,0,0,0,0,0,0,0,0,3,8,2
154,BJH016,1,93800,110,37,4,0,0,0,0,0,0,0,0,0,3,8,2
155,BJH016,1,93900,108,37,4,0,0,0,0,0,0,0,0,0,3,8,2
156,BJH016,1,94000,110,37,4,0,0,0,0,0,0,0,0,0,3,8,2
157,BJH016,1,94100,112,37,4,0,0,0,0,0,0,0,0,0,3,8,2
158,BJH016,1,94200,114,37,4,0,0,0,0,0,0,0,0,0,3,8,2
159,BJH016,1,94300,116,37,4,0,0,0,0,0,0,0,0,0,3,8,2
160,BJH016,1,94400,118,39,11,0,0,0,0,0,0,0,0,0,3,8,2
161,BJH016,1,94500,120,41,11,1,0,0,0,0,0,0,1,10,3,8,2
162,BJH016,1,94600,122,43,11,1,0,0,0,0,0,0,1,10,3,8,2
163,BJH016,1,94700,124,45,11,1,0,0,0,0,0,0,1,10,3,8,2
164,BJH016,1,94800,126,47,11,1,0,0,0,0,0,0,1,10,3,8,2
165,BJH016,1,94900,128,49,11,1,0,0,0,0,0,0,1,10,3,8,2
166,BJH016,1,95000,126,51,11,1,1,0,0,0,0,0,2,20,3,8,2
167,BJH016,1,95100,124,53,11,1,1,0,0,0,0,0,2,20,3,8,2
168,BJH016,1,95200,122,55,11,1,1,0,0,0,0,0,2,20,3,8,2
169,BJH016,1,95300,120,57,11,1,1,0,0,0,0,0,2,20,3,8,2
170,BJH016,1,95400,118,59,11,1,1,0,0,0,0,0,2,20,3,8,2
171,BJH016,1,95500,116,61,11,1,1,1,0,0,0,0,3,30,3,8,2
172,BJH016,1,95600,114,61,11,1,1,1,0,0,0,0,3,30,3,8,2
173,BJH016,1,95700,112,65,11,1,1,1,0,0,0,0,3,30,3,8,2
174,BJH016,1,95800,110,67,11,1,1,1,0,0,0,0,3,30,3,8,2
175,BJH016,1,95900,108,69,11,1,1,1,0,0,0,0,3,30,3,8,2
176,BJH016,1,96000,110,71,11,1,1,1,1,0,0,0,4,50,3,8,2
177,BJH016,1,96100,112,73,11,1,1,1,1,0,0,0,4,50,3,8,2
178,BJH016,1,96200,114,75,11,1,1,1,1,0,0,0,4,50,3,8,2
179,BJH016,1,96300,116,77,11,1,1,1,1,0,0,0,4,50,3,8,2
180,BJH016,1,96400,118,77,11,1,1,1,1,0,0,0,4,50,3,8,2
181,BJH016,1,96500,120,79,11,1,1,1,1,1,0,0,5,70,3,8,2
182,BJH016,1,96600,122,79,2,1,1,1,1,1,0,0,5,70,3,8,2
183,BJH016,1,96700,124,77,2,1,1,1,1,1,0,0,5,70,3,8,2
184,BJH016,1,96800,126,77,2,1,1,1,1,1,0,0,5,70,3,8,2
185,BJH016,1,96900,128,73,2,1,1,1,1,1,0,0,5,70,3,8,2
186,BJH016,1,97000,126,71,2,1,1,1,1,1,0,0,5,70,3,8,2
187,BJH016,1,97100,124,69,2,1,1,1,1,1,0,0,5,70,3,8,2
188,BJH016,1,97200,122,69,2,1,1,1,1,1,0,0,5,70,3,8,2
189,BJH016,1,97300,120,65,2,1,1,1,1,1,0,0,5,70,3,8,2
190,BJH016,1,97400,118,63,2,1,1,1,1,1,0,0,5,70,3,8,2
191,BJH016,1,97500,116,61,2,1,1,1,1,1,0,0,5,70,3,8,2
192,BJH016,1,97600,114,59,2,1,1,1,1,1,0,0,5,70,3,8,2
193,BJH016,1,97700,112,59,2,1,1,1,1,1,0,0,5,70,3,8,2
194,BJH016,1,97800,110,55,2,1,1,1,1,1,0,0,5,70,3,8,2
195,BJH016,1,97900,108,53,2,1,1,1,1,1,0,0,5,70,3,8,2
196,BJH016,1,98000,110,51,2,1,1,1,1,1,0,0,5,70,3,8,2
197,BJH016,1,98100,112,49,2,1,1,1,1,1,0,0,5,70,3,8,2
198,BJH016,1,98200,114,49,2,1,1,1,1,1,0,0,5,70,3,8,2
199,BJH016,1,98300,116,45,2,1,1,1,1,1,0,0,5,70,3,8,2
200,BJH016,1,98400,118,43,2,1,1,1,1,1,0,0,5,70,3,8,2
201,BJH016,1,98500,120,41,2,1,1,1,1,1,0,0,5,70,3,8,2
202,BJH016,1,98600,122,39,2,1,1,1,1,1,0,0,5,70,3,8,2
203,BJH016,1,98700,124,39,2,1,1,1,1,1,0,0,5,70,3,8,2
204,BJH016,1,98800,126,35,2,1,1,1,1,1,0,0,5,70,3,8,2
205,BJH016,1,98900,128,37,11,1,1,1,1,1,0,0,5,70,3,8,2
206,BJH016,1,99000,126,39,11,1,1,1,1,1,0,0,5,70,3,8,2
207,BJH016,1,99100,124,39,11,1,1,1,1,1,0,0,5,70,3,8,2
208,BJH016,1,99200,122,43,11,1,1,1,1,1,0,0,5,70,3,8,2
209,BJH016,1,99300,120,45,11,1,1,1,1,1,0,0,5,70,3,8,2
210,BJH016,1,99400,118,47,11,1,1,1,1,1,0,0,5,70,3,8,2
211,BJH016,1,99500,116,49,11,1,1,1,1,1,0,0,5,70,3,8,2
212,BJH016,1,99600,114,49,11,1,1,1,1,1,0,0,5,70,3,8,2
213,BJH016,1,99700,112,53,11,1,1,1,1,1,0,0,5,70,3,8,2
214,BJH016,1,99800,110,55,11,1,1,1,1,1,0,1,5,70,3,8,2
215,BJH016,1,99900,108,57,11,1,1,1,1,1,0,1,5,70,3,8,2
216,BJH016,1,100000,106,59,11,1,1,1,1,1,0,1,5,70,3,8,2
217,BJH016,1,100100,104,61,11,1,1,1,1,1,0,1,5,70,3,8,2
218,BJH016,1,100200,102,63,11,1,1,1,1,1,0,1,5,70,3,8,2
219,BJH016,1,100300,100,65,11,1,1,1,1,1,0,1,5,70,3,8,2
220,BJH016,1,100400,98,67,11,1,1,1,1,1,0,1,5,70,3,8,2
221,BJH016,1,100500,96,67,11,1,1,1,1,1,0,1,5,70,3,8,2
222,BJH016,1,100600,94,71,11,1,1,1,1,1,0,1,5,70,3,8,2
223,BJH016,1,100700,92,73,11,1,1,1,1,1,0,1,5,70,3,8,2
224,BJH016,1,100800,92,73,11,1,1,1,1,1,0,1,5,70,3,8,2
225,BJH016,1,100900,88,77,11,1,1,1,1,1,0,1,5,70,3,8,2
226,BJH016,1,101000,86,79,11,1,1,1,1,1,0,1,5,0,3,8,2
227,BJH016,0,101100,86,79,4,0,0,0,0,0,0,0,0,0,3,8,2
228,BJH016,0,107100,86,79,4,0,0,0,0,0,0,0,0,0,2,8,3
229,BJH016,0,107200,86,79,4,0,0,0,0,0,0,0,0,0,2,8,3
230,BJH016,1,107300,52,123,4,0,0,0,0,0,0,0,0,0,2,11,3
231,BJH016,1,107400,54,123,4,0,0,0,0,0,0,0,0,0,2,11,3
232,BJH016,1,107500,52,123,4,0,0,0,0,0,0,0,0,0,2,11,3
233,BJH016,1,107600,50,123,4,0,0,0,0,0,0,0,0,0,2,11,3
234,BJH016,1,107700,48,123,4,0,0,0,0,0,0,0,0,0,2,11,3
235,BJH016,1,107800,46,123,4,0,0,0,0,0,0,0,0,0,2,11,3
236,BJH016,1,107900,44,123,4,0,0,0,0,0,0,0,0,0,2,11,3
237,BJH016,1,108000,42,123,4,0,0,0,0,0,0,0,0,0,2,11,3
238,BJH016,1,108100,40,123,4,0,0,0,0,0,0,0,0,0,2,11,3
239,BJH016,1,108200,38,123,4,0,0,0,0,0,0,0,0,0,2,11,3
240,BJH016,1,108300,36,123,4,0,0,0,0,0,0,0,0,0,2,11,3
241,BJH016,1,108400,34,123,4,0,0,0,0,0,0,0,0,0,2,11,3
242,BJH016,1,108500,36,123,4,0,0,0,0,0,0,0,0,0,2,11,3
243,BJH016,1,108600,38,123,4,0,0,0,0,0,0,0,0,0,2,11,3
244,BJH016,1,108700,40,123,4,0,0,0,0,0,0,0,0,0,2,11,3
245,BJH016,1,108800,42,123,4,0,0,0,0,0,0,0,0,0,2,11,3
246,BJH016,1,108900,44,123,4,0,0,0,0,0,0,0,0,0,2,11,3
247,BJH016,1,109000,46,123,4,0,0,0,0,0,0,0,0,0,2,11,3
248,BJH016,1,109100,48,123,4,0,0,0,0,0,0,0,0,0,2,11,3
249,BJH016,1,109200,50,123,4,0,0,0,0,0,0,0,0,0,2,11,3
250,BJH016,1,109300,52,123,4,0,0,0,0,0,0,0,0,0,2,11,3
251,BJH016,1,109400,54,123,4,0,0,0,0,0,0,0,0,0,2,11,3
252,BJH016,1,109500,52,123,4,0,0,0,0,0,0,0,0,0,2,11,3
253,BJH016,1,109600,50,123,4,0,0,0,0,0,0,0,0,0,2,11,3
254,BJH016,1,109700,48,123,4,0,0,0,0,0,0,0,0,0,2,11,3
255,BJH016,1,109800,46,123,4,0,0,0,0,0,0,0,0,0,2,11,3
256,BJH016,1,109900,44,123,4,0,0,0,0,0,0,0,0,0,2,11,3
257,BJH016,1,110000,42,123,4,0,0,0,0,0,0,0,0,0,2,11,3
258,BJH016,1,110100,40,123,4,0,0,0,0,0,0,0,0,0,2,11,3
259,BJH016,1,110200,38,123,4,0,0,0,0,0,0,0,0,0,2,11,3
260,BJH016,1,110300,36,123,4,0,0,0,0,0,0,0,0,0,2,11,3
261,BJH016,1,110400,34,123,4,0,0,0,0,0,0,0,0,0,2,11,3
262,BJH016,1,110500,36,123,4,0,0,0,0,0,0,0,0,0,2,11,3
263,BJH016,1,110600,38,123,4,0,0,0,0,0,0,0,0,0,2,11,3
264,BJH016,1,110700,40,123,4,0,0,0,0,0,0,0,0,0,2,11,3
265,BJH016,1,110800,42,123,4,0,0,0,0,0,0,0,0,0,2,11,3
266,BJH016,1,110900,44,123,4,0,0,0,0,0,0,0,0,0,2,11,3
267,BJH016,1,111000,46,123,4,0,0,0,0,0,0,0,0,0,2,11,3
268,BJH016,1,111100,48,123,2,0,0,0,0,0,0,0,0,0,2,11,3
269,BJH016,1,111200,50,121,2,0,0,0,0,0,0,0,0,0,2,11,3
270,BJH016,1,111300,52,119,2,1,0,0,0,0,0,0,1,10,2,11,3
271,BJH016,1,111400,54,117,2,1,0,0,0,0,0,0,1,10,2,11,3
272,BJH016,1,111500,52,115,2,1,0,0,0,0,0,0,1,10,2,11,3
273,BJH016,1,111600,50,113,2,1,0,0,0,0,0,0,1,10,2,11,3
274,BJH016,1,111700,48,111,2,1,0,0,0,0,0,0,1,10,2,11,3
275,BJH016,1,111800,46,109,2,1,1,0,0,0,0,0,2,30,2,11,3
276,BJH016,1,111900,44,107,2,1,1,0,0,0,0,0,2,30,2,11,3
277,BJH016,1,112000,42,109,11,1,1,0,0,0,0,0,2,30,2,11,3
278,BJH016,1,112100,40,111,11,1,1,0,0,0,0,0,2,30,2,11,3
279,BJH016,1,112200,38,113,11,1,1,0,0,0,0,0,2,30,2,11,3
280,BJH016,1,112300,36,115,11,1,1,0,0,0,0,0,2,30,2,11,3
281,BJH016,1,112400,34,117,11,1,1,0,0,0,0,0,2,30,2,11,3
282,BJH016,1,112500,36,119,11,1,1,0,0,0,0,0,2,30,2,11,3
283,BJH016,1,112600,38,121,11,1,1,0,0,0,0,0,2,30,2,11,3
284,BJH016,1,112700,40,123,11,1,1,0,0,0,0,0,2,30,2,11,3
285,BJH016,1,112800,42,125,11,1,1,0,0,0,0,0,2,30,2,11,3
286,BJH016,1,112900,44,127,11,1,1,0,0,0,0,0,2,30,2,11,3
287,BJH016,1,113000,46,129,11,1,1,0,0,0,0,0,2,30,2,11,3
288,BJH016,1,113100,48,131,11,1,1,0,0,0,0,0,2,30,2,11,3
289,BJH016,1,113200,50,133,11,1,1,0,0,0,0,0,2,30,2,11,3
290,BJH016,1,113300,52,135,2,1,1,0,0,0,0,0,2,30,2,11,3
291,BJH016,1,113400,54,133,2,1,1,0,0,0,0,0,2,30,2,11,3
292,BJH016,1,113500,52,131,2,1,1,0,0,0,0,0,2,30,2,11,3
293,BJH016,1,113600,50,129,2,1,1,0,0,0,0,0,2,30,2,11,3
294,BJH016,1,113700,48,127,2,1,1,0,0,0,0,0,2,30,2,11,3
295,BJH016,1,113800,46,125,2,1,1,0,0,0,0,0,2,30,2,11,3
296,BJH016,1,113900,44,123,2,1,1,0,0,0,0,0,2,30,2,11,3
297,BJH016,1,114000,42,121,2,1,1,0,0,0,0,0,2,30,2,11,3
298,BJH016,1,114100,40,119,2,1,1,0,0,0,0,0,2,30,2,11,3
299,BJH016,1,114200,38,117,2,1,1,0,0,0,0,0,2,30,2,11,3
300,BJH016,1,114300,36,115,2,1,1,0,0,0,0,0,2,30,2,11,3
301,BJH016,1,114400,34,113,2,1,1,0,0,0,0,0,2,30,2,11,3
302,BJH016,1,114500,36,111,2,1,1,0,0,0,0,0,2,30,2,11,3
303,BJH016,1,114600,38,109,2,1,1,0,0,0,0,0,2,30,2,11,3
304,BJH016,1,114700,40,107,2,1,1,0,0,0,0,0,2,30,2,11,3
305,BJH016,1,114800,42,105,2,1,1,0,0,0,0,0,2,30,2,11,3
306,BJH016,1,114900,44,107,11,1,1,0,0,0,0,0,2,30,2,11,3
307,BJH016,1,115000,46,109,11,1,1,0,0,0,0,0,2,30,2,11,3
308,BJH016,1,115100,48,111,11,1,1,0,0,0,0,0,2,30,2,11,3
309,BJH016,1,115200,50,113,11,1,1,0,0,0,0,0,2,30,2,11,3
310,BJH016,1,115300,52,115,11,1,1,0,0,0,0,0,2,30,2,11,3
311,BJH016,1,115400,54,117,11,1,1,0,0,0,0,0,2,30,2,11,3
312,BJH016,1,115500,52,119,11,1,1,0,0,0,0,0,2,30,2,11,3
313,BJH016,1,115600,50,121,11,1,1,0,0,0,0,0,2,30,2,11,3
314,BJH016,1,115700,48,123,11,1,1,0,0,0,0,0,2,30,2,11,3
315,BJH016,1,115800,46,123,11,1,1,0,0,0,0,0,2,30,2,11,3
316,BJH016,1,115900,44,127,11,1,1,0,0,0,0,0,2,30,2,11,3
317,BJH016,1,116000,42,129,11,1,1,0,0,0,0,0,2,30,2,11,3
318,BJH016,1,116100,40,131,11,1,1,0,0,0,0,0,2,30,2,11,3
319,BJH016,1,116200,38,133,11,1,1,0,0,0,0,0,2,30,2,11,3
320,BJH016,1,116300,36,135,2,1,1,0,0,0,0,0,2,30,2,11,3
321,BJH016,1,116400,34,133,2,1,1,0,0,0,0,0,2,30,2,11,3
322,BJH016,1,116500,36,131,2,1,1,0,0,0,0,0,2,30,2,11,3
323,BJH016,1,116600,38,129,2,1,1,0,0,0,0,0,2,30,2,11,3
324,BJH016,1,116700,40,127,2,1,1,0,0,0,0,0,2,30,2,11,3
325,BJH016,1,116800,42,125,2,1,1,0,0,0,0,0,2,30,2,11,3
326,BJH016,1,116900,44,123,2,1,1,0,0,0,0,0,2,30,2,11,3
327,BJH016,1,117000,46,121,2,1,1,0,0,0,0,0,2,30,2,11,3
